RMS,Mean,Variance,CrestFactor,Energy,DominantFreq,Label
0.05261929,-0.005443275,0.002741838,3.142854,2.835241,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06534254,0.005986363,0.004237949,3.21557,4.372119,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05852828,-0.003831893,0.003414209,3.621755,3.507773,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05552271,-0.003148437,0.003075863,4.239933,3.156758,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05753426,0.003792495,0.003299029,4.295908,3.389635,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0546847,-0.006842345,0.002946475,4.423775,3.062186,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05966613,0.00420329,0.003545842,2.809518,3.645489,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05647787,-0.006067008,0.003156022,3.504142,3.266304,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06223252,0.003423303,0.00386494,3.001125,3.965835,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05669011,-0.008767813,0.003139959,3.425886,3.290899,1248.926,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05834263,0.00421831,0.003389377,3.514542,3.485555,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05648298,-0.009336829,0.003106183,3.42224,3.266895,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05774972,0.002136081,0.003333722,3.31441,3.415071,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04966043,-0.000455022,0.002468362,3.595586,2.525346,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05283979,-0.009286225,0.002708454,3.141867,2.859053,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06441534,0.005460888,0.004123543,2.897532,4.248921,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05264138,-0.009208709,0.002688939,3.736914,2.837621,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0539989,0.0033952,0.002907192,3.902373,2.985862,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0558161,-0.00502789,0.003093177,3.402439,3.190207,1248.926,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06524146,0.003234625,0.004250135,3.446949,4.358603,1248.926,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05469156,-0.006165832,0.002956035,3.357452,3.062954,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05829149,0.004223347,0.003383365,3.801904,3.479447,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05682571,-0.003701657,0.003218601,4.038527,3.306662,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05714953,0.003453881,0.00325732,3.663207,3.344455,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06265327,0.003983885,0.003913381,3.694553,4.019642,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05118972,-0.005174845,0.002596142,2.697652,2.683277,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04576277,0.003545225,0.002083698,3.027566,2.144493,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05392962,-0.003757805,0.002897112,3.340943,2.978206,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05848661,0.002482891,0.003417856,3.051935,3.502779,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05415384,-0.004853636,0.002911922,3.680446,3.003022,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04996561,0.00440976,0.002479537,3.072182,2.556479,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05668655,-0.004303396,0.003197968,3.259211,3.290485,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05413246,0.003152311,0.002923241,3.358867,3.000651,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05723544,-0.002457708,0.00327305,3.812869,3.354517,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05287652,0.002651304,0.002791624,3.558694,2.863029,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05793611,-0.006404072,0.00331882,3.893175,3.437152,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05514255,-0.00569734,0.003011181,4.172867,3.113678,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05289753,0.003544092,0.002788311,3.168438,2.865304,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05359412,-0.003202796,0.002864868,2.963832,2.941266,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06144898,0.002531409,0.003773252,3.265857,3.8666,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05116297,-0.00408712,0.002603487,3.308662,2.680474,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05136591,0.005318671,0.002612719,3.223702,2.70178,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05518678,-0.006319761,0.003008579,2.926961,3.118675,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05778357,0.003484964,0.003330047,3.05421,3.419076,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05517193,-0.006146967,0.003009094,3.286734,3.116997,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05550866,0.00379616,0.003069798,3.119454,3.155161,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.25608,0.03647673,0.0643092,2.149625,67.15082,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2612476,-0.03338206,0.06720159,2.127547,69.88834,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2476681,-0.1264729,0.04538842,2.128496,62.81163,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2563414,0.1228786,0.05066125,2.226364,67.28796,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2643507,-0.08213243,0.06319728,2.068055,71.55846,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2620232,-0.1344579,0.05062667,2.132431,70.30392,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2684445,0.06989861,0.06724232,2.140196,73.79196,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2586751,0.1348052,0.04878797,2.238722,68.5187,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2707057,-0.04438791,0.07138101,2.146557,75.04035,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2583073,-0.1534944,0.04320433,2.186145,68.32401,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2723551,-0.05105481,0.07164069,2.142745,75.95756,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2622284,0.1239935,0.05344153,2.176964,70.41408,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2621351,0.1010757,0.05855571,2.216856,70.364,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2492836,0.08812982,0.05442861,2.105521,63.63374,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.266196,-0.1203689,0.05642673,2.118951,72.56097,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.273134,-0.04971799,0.07220079,2.055965,76.39262,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2535821,0.1512625,0.04146404,2.258652,65.84721,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2627605,-0.11711,0.05538245,2.158851,70.70013,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2743252,0.02184266,0.07485032,2.07585,77.06043,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2665204,0.09045076,0.06291324,2.071258,72.73793,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2609784,-0.1480266,0.04624295,2.177686,69.74434,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.253387,0.1510633,0.04142531,2.251961,65.7459,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2596386,-0.1360901,0.04893949,2.173055,69.03011,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2755562,-0.05776578,0.07266527,2.041548,77.75356,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2586898,-0.03439304,0.06580179,2.063174,68.5265,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.263991,0.1316023,0.05242329,2.189942,71.36385,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2729527,-0.05390096,0.07166783,2.078909,76.29124,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2797148,-0.04178989,0.07656877,2.032034,80.11814,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2591062,0.1423244,0.04692561,2.257964,68.74731,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.263151,-0.1367722,0.05059123,2.175826,70.91042,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2698559,0.02817938,0.07209854,2.141668,74.56995,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2639152,0.1106443,0.05746516,2.12836,71.32283,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2667953,-0.1060493,0.05999186,2.071983,72.88805,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2608599,-0.03743154,0.0667119,2.081106,69.68105,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2486881,0.1190981,0.047708,2.137192,63.33009,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2501141,-0.1262974,0.04665158,2.173568,64.05843,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.260759,0.01898494,0.06770089,2.095956,69.62712,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2527671,0.09273008,0.05534636,2.165968,65.42458,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2445074,-0.1426244,0.0394807,2.170614,61.21867,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2436522,0.1336861,0.04153499,2.156815,60.7912,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2443893,0.01799169,0.05946052,2.052159,61.15958,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.261461,-0.06855318,0.06372455,2.089161,70.00255,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2621826,-0.04586485,0.06670126,2.140796,70.38945,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2511075,0.1293581,0.04636672,2.206048,64.56829,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2481199,-0.1397081,0.0420862,2.222402,63.04099,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2535916,0.08864227,0.05650639,2.123064,65.85209,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.259086,-0.03350142,0.06606773,2.123389,68.73656,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2587825,-0.01553077,0.06679241,2.129181,68.57563,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2562745,0.03423375,0.06456773,2.11739,67.25285,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2565719,-0.04889217,0.06350065,2.152641,67.40901,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2561984,0.03913471,0.06416874,2.090146,67.21291,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2488892,0.02968076,0.06112459,2.132154,63.43255,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2587989,-0.01511592,0.0668136,2.058059,68.58432,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2588027,-0.01250616,0.06688777,2.038336,68.58635,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2551801,0.05624786,0.06201359,2.104705,66.67967,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2509099,-0.1020862,0.05258555,2.159985,64.46672,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2455128,0.1112957,0.0479366,2.178879,61.72317,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2470304,-0.138554,0.0418677,2.201195,62.48861,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2458305,0.1342705,0.04244549,2.194933,61.883,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2494292,-0.1361819,0.04371209,2.219301,63.70809,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2537824,0.116624,0.05085399,2.153815,65.95123,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2538427,-0.1010465,0.05427873,2.179872,65.9826,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2503421,-0.08502796,0.0554956,2.102713,64.17529,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2633884,0.05557156,0.06635004,2.211058,71.03839,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2677121,0.05456984,0.068759,2.040265,73.38982,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2535178,-0.1388883,0.04502527,2.179657,65.81377,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2604267,0.09030962,0.05972457,2.154644,69.4498,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.262789,0.06743389,0.06457379,2.107636,70.71545,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.259008,-0.1282853,0.05067756,2.14936,68.69522,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.268141,-0.05021489,0.06944586,2.091631,73.62518,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2551206,0.1320302,0.04770112,2.186179,66.64861,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2679439,0.03059861,0.07092695,2.058887,73.51701,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2594472,-0.1253289,0.05165599,2.185479,68.92839,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2396798,0.1223883,0.04250903,2.233688,58.82512,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2662635,-0.09144938,0.06259437,2.073371,72.59774,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2641777,0.0859898,0.06245661,2.053121,71.46484,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2559759,0.1400155,0.04596419,2.14442,67.09621,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2695997,-0.01383972,0.07256334,2.078503,74.42842,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2560939,-0.1414942,0.04560798,2.249489,67.15809,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2696631,0.03376266,0.0716482,2.156328,74.4634,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2529142,0.1426612,0.043656,2.179067,65.50075,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2640116,0.1105635,0.05753401,2.091981,71.37495,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2564882,0.1216557,0.0510359,2.177735,67.36506,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2542632,0.1429737,0.0442515,2.206874,66.20135,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.236214,-0.1374495,0.03694075,2.277443,57.13617,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2527885,0.1445706,0.0430434,2.193671,65.43568,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2567154,0.1409075,0.04609291,2.192806,67.48449,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2558231,0.125884,0.04964716,2.185782,67.01616,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2544234,0.1401869,0.04512296,2.227554,66.28482,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2667711,-0.01201564,0.07109185,2.071828,72.87482,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2499471,-0.145525,0.0413364,2.209574,63.97293,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2608993,-0.1422172,0.04788949,2.154483,69.7021,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2563772,-0.1423624,0.04550659,2.196176,67.30675,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2580596,-0.1334971,0.04882095,2.148864,68.19304,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2663611,-0.09380451,0.06220973,2.089567,72.65102,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2416805,0.1341887,0.04044236,2.197897,59.81131,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2669117,0.02396321,0.07073668,2.13385,72.95166,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.259523,0.09374836,0.05862064,2.09853,68.96863,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2673486,0.0740791,0.06605203,2.072375,73.19067,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2670234,0.06259167,0.06744964,2.124157,73.01274,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2667791,0.08450523,0.06409254,2.135025,72.8792,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2656068,0.06862822,0.06590146,2.095043,72.24007,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2669489,-0.04736018,0.06908622,2.074906,72.97202,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2532456,-0.1513924,0.04125397,2.178264,65.67253,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2679522,-0.08150205,0.06521948,2.04994,73.52155,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2705509,0.001912892,0.07326569,2.040289,74.95454,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2352419,-0.1397176,0.03585275,2.257925,56.66686,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2739242,0.0485014,0.07275312,2.08212,76.8353,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2729444,-0.0386456,0.07307652,2.077072,76.28661,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2659951,-0.1105579,0.05858758,2.119634,72.45148,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2578114,-0.1426075,0.0461749,2.158627,68.06192,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2586539,-0.1323747,0.04942702,2.199852,68.50747,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2744319,-0.06477484,0.07118662,2.043239,77.12036,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2782766,0.007013649,0.07746429,2.026744,79.29636,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2727057,0.0502212,0.07191647,2.066692,76.15323,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2725497,0.07751587,0.06834136,2.089821,76.06614,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2614627,0.09636456,0.05913434,2.162564,70.00344,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2409474,0.1380934,0.03902399,2.169374,59.44901,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2636568,0.09246361,0.06102496,2.200936,71.18326,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2757346,0.009217739,0.07601882,2.039452,77.85427,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.26099,-0.109818,0.05611059,2.130466,69.75053,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2634512,-0.1386894,0.05022082,2.109868,71.07229,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2756507,-0.02534398,0.07541462,2.023687,77.8069,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2659919,0.1137939,0.05785912,2.091895,72.44973,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.255659,0.1242611,0.04996951,2.230277,66.93021,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2733701,-0.06865057,0.07008675,2.124631,76.52477,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.264659,-0.1210884,0.05543611,2.07441,71.72546,0,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
0.2634086,0.09708539,0.06001715,2.155393,71.04932,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine3_heavyload
